,cust_number,buisness_year,doc_id,converted_usd,business_code_enc,name_customer_enc,cust_payment_terms_enc,day_of_postingdate,month_of_postingdate,year_of_postingdate,day_of_createdate,month_of_createdate,year_of_createdate,day_of_due,month_of_due,year_of_due,clear_date,Aging Bucket
4828,200769623,2020.0,1930655129.0,21195.64,66,2999,32,16,3,2020,16,3,2020,31,3,2020,1970-01-07 21:33:08.000000031,0-15
4829,200769623,2020.0,1930793268.0,245.14,66,3002,32,17,4,2020,17,4,2020,2,5,2020,1970-01-03 13:47:34.078125002,0-15
4830,200980828,2020.0,1930612303.0,35975.1,66,303,18,6,3,2020,6,3,2020,21,3,2020,1969-12-28 16:46:06.156250021,
4831,200769623,2020.0,1930847531.0,14779.92,66,3004,32,3,5,2020,3,5,2020,18,5,2020,1970-01-07 16:11:30.062500018,0-15
4832,200726979,2020.0,1930760950.0,55.21,66,328,18,9,4,2020,9,4,2020,24,4,2020,1970-01-01 05:09:50.738281274,0-15
4833,200571849,2020.0,1930692228.0,193.05,66,2907,26,27,3,2020,27,3,2020,16,4,2020,1970-01-07 18:09:52.750000016,0-15
4834,200769623,2020.0,1930812780.0,1898.9,66,3000,32,21,4,2020,21,4,2020,6,5,2020,1970-01-05 22:06:32.812500006,0-15
4835,140106408,2020.0,2960624164.0,13106.702,66,2991,5,27,3,2020,27,3,2020,6,4,2020,1970-01-21 22:35:30.625000006,16-30
4836,2001,2020.0,2960622243.0,19143.431999999997,66,1528,30,25,3,2020,26,3,2020,30,4,2020,1970-01-12 20:25:46.625000030,0-15
4837,140104429,2020.0,2960632748.0,3044.615,66,640,5,7,5,2020,8,5,2020,18,5,2020,1970-01-02 17:11:12.515625018,0-15
4838,140104409,2020.0,2960628446.0,45808.161,66,1669,5,14,4,2020,15,4,2020,25,4,2020,1969-12-31 06:16:43.179687525,
4839,200794332,2020.0,1930659885.0,1390.46,66,629,20,18,3,2020,18,3,2020,2,4,2020,1969-12-30 05:01:38.890625002,
4840,200769623,2020.0,1930584496.0,15346.83,66,3002,32,4,3,2020,4,3,2020,19,3,2020,1970-01-08 00:11:51.437500019,0-15
4841,200769623,2020.0,1930828900.0,14427.49,66,2998,32,27,4,2020,27,4,2020,12,5,2020,1970-01-08 04:12:21.937500012,0-15
4842,140106372,2020.0,2960631587.0,3033.6739999999995,66,1036,5,7,5,2020,8,5,2020,18,5,2020,1970-01-01 05:29:25.015625018,0-15
4843,200148860,2020.0,1930631205.0,61393.52,66,815,18,11,3,2020,11,3,2020,26,3,2020,1969-12-31 18:52:32.960937526,
4844,200769623,2020.0,1930826947.0,1898.2,66,3004,32,26,4,2020,26,4,2020,11,5,2020,1970-01-05 12:39:57.187500011,0-15
4845,200769623,2020.0,1930580080.0,1242.68,66,2996,32,2,3,2020,2,3,2020,17,3,2020,1970-01-04 20:46:08.000000017,0-15
4846,200769623,2020.0,1930797463.0,11079.7,66,3000,32,18,4,2020,18,4,2020,3,5,2020,1970-01-08 10:23:40.312500003,0-15
4847,200769623,2020.0,1930709298.0,11928.26,66,3002,32,28,3,2020,28,3,2020,12,4,2020,1970-01-08 05:27:12.562500012,0-15
4848,200769623,2020.0,1930719221.0,29060.16,66,3005,32,31,3,2020,31,3,2020,15,4,2020,1970-01-08 12:00:20.125000015,0-15
4849,200418007,2020.0,1930635096.0,21984.52,66,89,18,12,3,2020,12,3,2020,27,3,2020,1970-01-02 00:52:47.718750027,0-15
4850,200891601,2020.0,1930791366.0,24974.53,66,2184,28,16,4,2020,16,4,2020,16,5,2020,1970-01-06 11:59:58.312500016,0-15
4851,200148860,2020.0,1930729690.0,8091.47,66,815,18,1,4,2020,1,4,2020,16,4,2020,1969-12-28 20:23:27.718750016,
4852,200769623,2020.0,1930749432.0,3792.9,66,3005,32,6,4,2020,6,4,2020,21,4,2020,1970-01-08 04:42:10.312500021,0-15
4853,200726979,2020.0,1930714350.0,70195.51,66,333,18,30,3,2020,30,3,2020,14,4,2020,1970-01-05 00:55:13.718750014,0-15
4854,200956366,2020.0,1930749448.0,50917.68,66,2339,18,7,4,2020,7,4,2020,22,4,2020,1969-12-25 17:01:38.750000022,
4855,200769623,2020.0,1930769321.0,27752.41,66,2996,32,10,4,2020,10,4,2020,25,4,2020,1970-01-07 10:39:10.437500025,0-15
4856,200769623,2020.0,1930819029.0,5932.07,66,3005,32,24,4,2020,24,4,2020,9,5,2020,1970-01-08 09:29:24.437500009,0-15
4857,200769623,2020.0,1930724445.0,35048.78,66,3002,32,1,4,2020,1,4,2020,16,4,2020,1970-01-07 03:31:44.875000016,0-15
4858,200769623,2020.0,1930832692.0,2357.81,66,3003,32,28,4,2020,28,4,2020,13,5,2020,1970-01-05 11:55:34.031250013,0-15
4859,200769623,2020.0,1930731981.0,14816.29,66,2995,32,3,4,2020,3,4,2020,18,4,2020,1970-01-07 07:23:36.062500018,0-15
4860,200759878,2020.0,1930715275.0,32822.76,66,2394,32,28,3,2020,28,3,2020,12,4,2020,1970-01-03 09:07:13.359375012,0-15
4861,200707822,2020.0,1930876120.0,116027.62,66,2231,18,7,5,2020,7,5,2020,22,5,2020,1969-12-29 16:09:04.796875022,
4862,200769623,2020.0,1930825709.0,9539.73,66,2995,32,27,4,2020,27,4,2020,12,5,2020,1970-01-07 12:38:57.187500012,0-15
4863,200769623,2020.0,1930635650.0,756.91,66,3002,32,12,3,2020,12,3,2020,27,3,2020,1970-01-03 15:48:40.390625027,0-15
4864,140104240,2020.0,2960626696.0,84277.781,66,942,5,12,4,2020,20,4,2020,30,4,2020,1970-01-03 14:01:31.484375030,0-15
4865,200706844,2020.0,1930674341.0,4051.5,66,3068,18,19,3,2020,19,3,2020,3,4,2020,1970-01-10 11:59:33.437500003,0-15
4866,200772670,2020.0,1930785325.0,152343.61,66,192,46,14,4,2020,14,4,2020,29,4,2020,1970-01-05 23:34:16.343750029,0-15
4867,200769623,2020.0,1930646491.0,10235.12,66,3003,32,15,3,2020,15,3,2020,30,3,2020,1970-01-08 01:06:52.375000030,0-15
4868,200744019,2020.0,1930689603.0,18532.12,66,2794,18,24,3,2020,24,3,2020,8,4,2020,1970-01-09 01:48:06.000000008,0-15
4869,100001196,2020.0,1930599851.0,47755.05,66,829,18,5,3,2020,5,3,2020,20,3,2020,1969-12-23 10:39:26.437500020,
4870,200749225,2020.0,1930843961.0,46622.45,66,2919,18,2,5,2020,2,5,2020,17,5,2020,1970-01-12 10:39:18.125000017,0-15
4871,200744019,2020.0,1930843541.0,12500.26,66,2791,18,2,5,2020,2,5,2020,17,5,2020,1970-01-05 00:09:25.031250017,0-15
4872,200769623,2020.0,1930706506.0,1572.73,66,2995,32,28,3,2020,28,3,2020,12,4,2020,1970-01-05 00:48:48.187500012,0-15
4873,200418007,2020.0,1930646839.0,7647.74,66,93,18,19,3,2020,19,3,2020,3,4,2020,1970-01-02 01:13:31.937500003,0-15
4874,200726979,2020.0,1930779987.0,232.26,66,331,18,12,4,2020,12,4,2020,27,4,2020,1969-12-30 23:20:53.132812527,
4875,200769623,2020.0,1930686281.0,51314.88,66,2996,32,25,3,2020,25,3,2020,9,4,2020,1970-01-08 01:49:37.250000009,0-15
4876,200900909,2020.0,1930605670.0,1207.72,66,2760,18,5,3,2020,5,3,2020,20,3,2020,1969-12-30 23:58:05.375000020,
4877,200793568,2020.0,1930877252.0,910.25,66,2657,18,7,5,2020,7,5,2020,22,5,2020,1969-12-30 04:27:23.375000022,
4878,200794332,2020.0,1930730452.0,29504.99,66,633,20,1,4,2020,1,4,2020,16,4,2020,1969-12-30 10:59:03.234375016,
4879,200769623,2020.0,1930843509.0,14485.73,66,2996,32,2,5,2020,2,5,2020,17,5,2020,1970-01-07 05:02:18.312500017,0-15
4880,200915438,2020.0,1930821841.0,15072.0,66,1173,18,30,4,2020,30,4,2020,15,5,2020,1970-01-03 14:47:57.687500015,0-15
4881,200744019,2020.0,1930653878.0,56030.9,66,2798,18,16,3,2020,16,3,2020,31,3,2020,1970-01-05 00:58:50.156250031,0-15
4882,200020431,2020.0,1930817813.0,12726.41,66,727,34,23,4,2020,16,4,2020,26,4,2020,1969-12-28 22:31:52.312500026,
4883,200769623,2020.0,1930699121.0,44621.36,66,2996,32,26,3,2020,26,3,2020,10,4,2020,1970-01-08 00:00:07.437500010,0-15
4884,200759878,2020.0,1930685753.0,14631.35,66,2394,32,25,3,2020,25,3,2020,9,4,2020,1970-01-03 08:56:11.984375009,0-15
4885,200711029,2020.0,1930710163.0,13584.26,66,3028,18,27,3,2020,27,3,2020,11,4,2020,1970-01-12 22:07:05.187500011,0-15
4886,200760666,2020.0,1930668460.0,23328.0,66,1477,18,25,3,2020,25,3,2020,9,4,2020,1970-01-02 15:09:54.046875009,0-15
4887,200705372,2020.0,1930637150.0,5409.06,66,1018,31,12,3,2020,12,3,2020,16,5,2020,1969-12-31 13:06:23.855468766,
4888,200700919,2020.0,1930581301.0,52158.05,66,2911,18,28,2,2020,28,2,2020,14,3,2020,1970-01-12 04:23:30.937500014,0-15
4889,140106408,2020.0,2960624162.0,8211.525,66,2988,5,27,3,2020,27,3,2020,6,4,2020,1970-01-22 10:12:31.625000006,16-30
4890,200772595,2020.0,1930597409.0,88657.02,66,2406,18,3,3,2020,3,3,2020,18,3,2020,1969-12-29 04:09:08.703125018,
4891,200974851,2020.0,1930631486.0,344.73,66,2318,18,11,3,2020,11,3,2020,26,3,2020,1969-12-27 17:27:33.125000026,
4892,200769623,2020.0,1930829266.0,30965.69,66,3002,32,27,4,2020,27,4,2020,12,5,2020,1970-01-08 06:59:57.312500012,0-15
4893,100031704,2020.0,1930801011.0,101229.2,66,752,18,18,4,2020,18,4,2020,3,5,2020,1970-01-02 12:26:02.296875003,0-15
4894,200705742,2020.0,1930860269.0,14825.25,66,843,18,5,5,2020,5,5,2020,20,5,2020,1969-12-30 09:45:59.531250020,
4895,140104423,2020.0,2960625503.0,21730.163,66,1900,5,30,3,2020,1,4,2020,11,4,2020,1970-01-01 20:38:29.039062511,0-15
4896,200148860,2020.0,1930863149.0,38822.79,66,818,18,7,5,2020,7,5,2020,22,5,2020,1969-12-30 15:05:03.351562522,
4897,200772670,2020.0,1930708570.0,32511.64,66,185,46,28,3,2020,28,3,2020,12,4,2020,1970-01-03 16:53:45.484375012,0-15
4898,200769623,2020.0,1930673977.0,29994.8,66,3001,32,21,3,2020,21,3,2020,5,4,2020,1970-01-08 07:52:28.375000005,0-15
4899,200466603,2020.0,1930642923.0,19961.06,66,2541,18,13,3,2020,13,3,2020,28,3,2020,1970-01-02 21:22:45.609375028,0-15
4900,200353024,2020.0,1930690417.0,12661.16,66,737,34,24,3,2020,16,3,2020,26,3,2020,1969-12-29 15:35:11.328125026,
4901,200769623,2020.0,1930687042.0,23199.16,66,3000,32,23,3,2020,23,3,2020,7,4,2020,1970-01-08 10:29:11.562500007,0-15
4902,200308132,2020.0,1930753228.0,1220.15,66,600,18,6,4,2020,6,4,2020,21,4,2020,1970-01-01 15:14:35.183593771,0-15
4903,200353024,2020.0,1930817826.0,44882.86,66,736,34,23,4,2020,16,4,2020,26,4,2020,1969-12-31 09:53:17.585937526,
4904,200793122,2020.0,1930584378.0,40639.32,66,2138,18,2,3,2020,2,3,2020,17,3,2020,1969-12-29 08:45:13.828125017,
4905,200742791,2020.0,1930759241.0,1606.42,66,2245,18,10,4,2020,10,4,2020,25,4,2020,1970-01-01 11:08:10.816406275,0-15
4906,200769623,2020.0,1930879682.0,33619.1,66,2996,32,9,5,2020,9,5,2020,24,5,2020,1970-01-07 13:56:50.437500024,0-15
4907,200769623,2020.0,1930884220.0,32711.91,66,2996,32,10,5,2020,10,5,2020,25,5,2020,1970-01-07 13:42:06.937500025,0-15
4908,200704045,2020.0,1930583665.0,517.27,66,2260,18,28,2,2020,28,2,2020,14,3,2020,1969-12-30 07:20:12.828125014,
4909,200416837,2020.0,1930674716.0,160.74,66,724,36,20,3,2020,16,3,2020,8,4,2020,1969-12-27 22:24:14.125000008,
4910,100043948,2020.0,1930804441.0,17319.8,66,116,18,29,4,2020,29,4,2020,14,5,2020,1969-12-30 22:07:47.335937514,
4911,200794332,2020.0,1930862697.0,49093.01,66,630,20,8,5,2020,8,5,2020,23,5,2020,1970-01-03 10:16:42.234375023,0-15
4912,200726979,2020.0,1930584591.0,27.67,66,331,18,1,3,2020,1,3,2020,16,3,2020,1969-12-31 00:00:49.492187516,
4913,200739006,2020.0,1930731622.0,25534.7,66,49,18,7,4,2020,7,4,2020,22,4,2020,1970-01-11 01:36:40.625000022,0-15
4914,200020431,2020.0,1930605346.0,8994.97,66,720,34,5,3,2020,1,3,2020,11,3,2020,1969-12-29 00:31:47.640625011,
4915,200705742,2020.0,1930767678.0,4524.66,66,843,18,8,4,2020,8,4,2020,23,4,2020,1969-12-30 14:37:25.304687523,
4916,200769623,2020.0,1930703917.0,2019.69,66,2998,32,26,3,2020,26,3,2020,10,4,2020,1970-01-05 15:51:29.250000010,0-15
4917,200772670,2020.0,1930699622.0,10480.44,66,184,46,24,3,2020,24,3,2020,8,4,2020,1970-01-04 02:40:57.906250008,0-15
4918,100001196,2020.0,1930800151.0,70059.55,66,824,18,19,4,2020,19,4,2020,4,5,2020,1969-12-21 10:51:05.187500004,
4919,200726979,2020.0,1930688759.0,391.98,66,329,18,22,3,2020,22,3,2020,6,4,2020,1969-12-30 12:55:52.625000006,
4920,200799367,2020.0,1930753608.0,92473.42,66,1829,18,7,4,2020,7,4,2020,22,4,2020,1969-12-29 02:15:24.859375022,
4921,200769623,2020.0,1930593975.0,1748.38,66,2995,32,3,3,2020,3,3,2020,18,3,2020,1970-01-06 10:47:07.343750018,0-15
4922,200719839,2020.0,1930749108.0,70532.68,66,168,18,5,4,2020,5,4,2020,20,4,2020,1970-01-06 02:53:41.593750020,0-15
4923,200744019,2020.0,1930793564.0,68.76,66,2796,18,17,4,2020,17,4,2020,2,5,2020,1970-01-03 17:36:26.609375002,0-15
4924,200726979,2020.0,1930674585.0,964.5,66,330,18,19,3,2020,19,3,2020,3,4,2020,1969-12-30 20:47:34.101562503,
4925,200793319,2020.0,1930782898.0,5047.26,66,2485,18,15,4,2020,15,4,2020,30,4,2020,1969-12-31 05:11:48.257812530,
4926,200418007,2020.0,1930718382.0,9676.8,66,90,31,2,4,2020,2,4,2020,6,6,2020,1970-01-03 04:45:00.093750006,0-15
4927,200705372,2020.0,1930687742.0,17180.66,66,1022,18,23,3,2020,23,3,2020,7,4,2020,1970-01-01 16:31:04.363281257,0-15
4928,200744019,2020.0,1930739785.0,9953.8,66,2790,18,4,4,2020,4,4,2020,19,4,2020,1970-01-05 18:32:08.843750019,0-15
4929,200152991,2020.0,1930733021.0,4570.9,66,1417,18,3,4,2020,3,4,2020,18,4,2020,1970-01-01 11:24:29.542968768,0-15
4930,200769623,2020.0,1930576690.0,3403.8,66,2998,32,1,3,2020,1,3,2020,16,3,2020,1970-01-06 09:15:24.937500016,0-15
4931,200744019,2020.0,1930777181.0,14319.56,66,2789,18,12,4,2020,12,4,2020,27,4,2020,1970-01-04 10:06:32.500000027,0-15
4932,200769623,2020.0,1930773528.0,33824.77,66,2997,32,11,4,2020,11,4,2020,26,4,2020,1970-01-06 12:59:43.968750026,0-15
4933,200762301,2020.0,1930729065.0,1563.46,66,443,24,1,4,2020,1,4,2020,16,4,2020,1969-12-29 14:50:22.703125016,
4934,200803720,2020.0,1930692157.0,254.34,66,726,36,24,3,2020,16,3,2020,8,4,2020,1969-12-27 08:42:19.218750008,
4935,200772595,2020.0,1930744089.0,46119.93,66,2406,18,4,4,2020,4,4,2020,19,4,2020,1969-12-30 17:08:18.960937519,
4936,102,2020.0,1930673543.0,8049.6,66,1524,30,20,3,2020,20,3,2020,24,4,2020,1970-01-13 17:22:07.875000024,0-15
4937,200769623,2020.0,1930763757.0,40160.78,66,3005,32,8,4,2020,8,4,2020,23,4,2020,1970-01-08 22:16:49.125000023,0-15
4938,200762301,2020.0,1930685663.0,127595.25,66,449,24,24,3,2020,24,3,2020,8,4,2020,1969-12-31 10:07:43.492187508,
4939,200769623,2020.0,1930812776.0,6454.82,66,2998,32,21,4,2020,21,4,2020,6,5,2020,1970-01-08 03:58:53.250000006,0-15
4940,100054178,2020.0,1930570303.0,5618.48,66,2919,18,4,3,2020,4,3,2020,19,3,2020,1970-01-22 16:43:30.625000019,16-30
4941,200762301,2020.0,1930617865.0,959.61,66,443,31,8,3,2020,8,3,2020,12,5,2020,1969-12-30 05:12:53.437500012,
4942,200744019,2020.0,1930683082.0,109574.24,66,2790,18,21,3,2020,21,3,2020,5,4,2020,1970-01-03 16:56:45.390625005,0-15
4943,200743129,2020.0,1930586052.0,3231.45,66,376,18,2,3,2020,2,3,2020,17,3,2020,1969-12-31 23:57:20.445251482,
4944,200793088,2020.0,1930834111.0,59515.85,66,762,18,30,4,2020,30,4,2020,15,5,2020,1970-01-02 22:42:56.140625015,0-15
4945,200705089,2020.0,1930821848.0,11839.69,66,1434,18,24,4,2020,24,4,2020,9,5,2020,1970-01-01 23:40:19.031250009,0-15
4946,200936373,2020.0,1930669735.0,90958.69,66,2657,18,20,3,2020,20,3,2020,4,4,2020,1970-01-01 02:08:58.912597660,0-15
4947,200759878,2020.0,1930636986.0,53980.13,66,2395,32,12,3,2020,12,3,2020,27,3,2020,1969-12-25 11:32:54.375000027,
4948,200769623,2020.0,1930716293.0,39373.12,66,2999,32,29,3,2020,29,3,2020,13,4,2020,1970-01-08 16:27:27.312500013,0-15
4949,200761734,2020.0,1930709456.0,15310.61,66,1199,18,28,3,2020,28,3,2020,12,4,2020,1969-12-29 14:09:49.140625012,
4950,200759878,2020.0,1930736975.0,4678.62,66,2385,32,3,4,2020,3,4,2020,18,4,2020,1970-01-03 00:14:50.734375018,0-15
4951,140105686,2020.0,2960622080.0,13209.0,66,2717,5,23,3,2020,24,3,2020,3,4,2020,1970-01-11 16:11:41.812500003,0-15
4952,200769623,2020.0,1930666817.0,2079.73,66,2996,32,20,3,2020,20,3,2020,4,4,2020,1970-01-05 01:21:01.937500004,0-15
4953,200769623,2020.0,1930675191.0,10657.35,66,2996,32,21,3,2020,21,3,2020,5,4,2020,1970-01-07 13:38:09.437500005,0-15
4954,200936373,2020.0,1930726944.0,16952.45,66,2652,18,1,4,2020,1,4,2020,16,4,2020,1969-12-31 06:21:31.203125016,
4955,140106408,2020.0,2960624096.0,24461.667999999998,66,2988,5,31,3,2020,31,3,2020,10,4,2020,1970-01-22 07:08:02.750000010,16-30
4956,200769623,2020.0,1930837709.0,32945.89,66,3004,32,28,4,2020,28,4,2020,13,5,2020,1970-01-08 02:33:34.625000013,0-15
4957,200706844,2020.0,1930816123.0,43798.14,66,3064,18,22,4,2020,22,4,2020,7,5,2020,1970-01-11 18:47:31.000000007,0-15
4958,100046480,2020.0,1991842168.0,13901.0,66,2155,47,24,4,2020,24,4,2020,24,4,2020,1969-12-30 05:55:28.062500024,
4959,100030194,2020.0,2960619353.0,47368.622,66,111,5,11,3,2020,17,3,2020,27,3,2020,1970-01-05 04:52:30.187500027,0-15
4960,200779051,2020.0,1930645963.0,10641.23,66,30,31,12,3,2020,12,3,2020,16,5,2020,1969-12-29 09:01:39.234375016,
4961,200337148,2020.0,1930834457.0,72843.85,66,566,18,28,4,2020,28,4,2020,13,5,2020,1970-01-04 02:49:50.468750013,0-15
4962,200762950,2020.0,1930818603.0,14183.03,66,1226,18,22,4,2020,22,4,2020,7,5,2020,1970-01-01 19:06:22.546875007,0-15
4963,200769623,2020.0,1930740678.0,8537.96,66,3004,32,4,4,2020,4,4,2020,19,4,2020,1970-01-07 19:45:28.750000019,0-15
4964,200778870,2020.0,1930821745.0,101455.92,66,414,18,24,4,2020,24,4,2020,9,5,2020,1970-01-06 07:23:55.437500009,0-15
4965,200418007,2020.0,1930705660.0,4490.98,66,99,18,2,4,2020,2,4,2020,17,4,2020,1970-01-02 21:08:38.171875017,0-15
4966,200704858,2020.0,1930729484.0,13990.24,66,2971,18,2,4,2020,2,4,2020,17,4,2020,1970-01-13 20:11:15.250000017,0-15
4967,200769623,2020.0,1930881177.0,996.04,66,3001,32,11,5,2020,11,5,2020,26,5,2020,1970-01-03 13:50:59.046875026,0-15
4968,200769623,2020.0,1930581057.0,9027.14,66,3002,32,1,3,2020,1,3,2020,16,3,2020,1970-01-06 11:00:19.656250016,0-15
4969,200707822,2020.0,1930700386.0,121690.47,66,2229,18,25,3,2020,25,3,2020,9,4,2020,1969-12-29 17:22:35.234375009,
4970,200769623,2020.0,1930582315.0,15798.25,66,2996,32,1,3,2020,1,3,2020,16,3,2020,1970-01-05 19:24:45.000000016,0-15
4971,200750051,2020.0,1930821515.0,42410.15,66,61,18,23,4,2020,23,4,2020,8,5,2020,1970-01-10 18:18:54.375000008,0-15
4972,200705742,2020.0,1930674681.0,13638.72,66,840,26,20,3,2020,20,3,2020,9,4,2020,1969-12-30 12:11:43.984375009,
4973,200803720,2020.0,1930773141.0,4466.22,66,728,36,10,4,2020,1,4,2020,24,4,2020,1969-12-29 11:26:55.140625024,
4974,200794332,2020.0,1930830284.0,28521.8,66,634,15,27,4,2020,27,4,2020,17,5,2020,1970-01-01 23:07:50.937500017,0-15
4975,200769623,2020.0,1930884152.0,188.67,66,3005,32,11,5,2020,11,5,2020,26,5,2020,1970-01-03 09:53:40.609375026,0-15
4976,200706844,2020.0,1930572690.0,41578.28,66,3064,18,28,2,2020,28,2,2020,14,3,2020,1970-01-11 09:35:16.937500014,0-15
4977,200769623,2020.0,1930855263.0,661.11,66,3001,32,4,5,2020,4,5,2020,19,5,2020,1970-01-03 06:17:42.734375019,0-15
4978,200778355,2020.0,1930831172.0,26029.93,66,2904,18,27,4,2020,27,4,2020,12,5,2020,1970-01-11 08:11:53.937500012,0-15
4979,200769623,2020.0,1930777938.0,52003.22,66,3005,32,12,4,2020,12,4,2020,27,4,2020,1970-01-03 08:28:23.390625027,0-15
4980,100031704,2020.0,1930711449.0,74257.59,66,755,18,27,3,2020,27,3,2020,11,4,2020,1970-01-02 19:58:47.578125011,0-15
4981,200769623,2020.0,1930827384.0,215.38,66,3001,32,26,4,2020,26,4,2020,11,5,2020,1970-01-03 15:03:17.328125011,0-15
4982,200769623,2020.0,1930636799.0,43652.52,66,2997,32,12,3,2020,12,3,2020,27,3,2020,1970-01-06 21:24:30.218750027,0-15
4983,200794332,2020.0,1930600028.0,25704.74,66,633,20,5,3,2020,5,3,2020,20,3,2020,1970-01-01 00:10:34.839782735,0-15
4984,100008001,2020.0,1930576780.0,6987.79,66,2919,18,28,2,2020,28,2,2020,14,3,2020,1970-01-06 15:11:10.718750014,0-15
4985,200799538,2020.0,1930638050.0,89731.64,66,2895,18,11,3,2020,11,3,2020,26,3,2020,1970-01-07 21:25:17.250000026,0-15
4986,200803720,2020.0,1930612429.0,3771.14,66,723,36,6,3,2020,1,3,2020,24,3,2020,1969-12-29 05:20:14.671875024,
4987,200772595,2020.0,1930585466.0,25337.62,66,2398,31,3,3,2020,3,3,2020,7,5,2020,1970-01-02 10:13:33.437500007,0-15
4988,200744019,2020.0,1930838016.0,4820.84,66,2798,18,30,4,2020,30,4,2020,15,5,2020,1970-01-09 04:12:05.687500015,0-15
4989,200769623,2020.0,1930685025.0,55474.8,66,3001,32,23,3,2020,23,3,2020,7,4,2020,1970-01-08 10:58:10.187500007,0-15
4990,200759878,2020.0,1930780787.0,25400.36,66,2392,32,12,4,2020,12,4,2020,27,4,2020,1970-01-02 05:37:15.375000027,0-15
4991,200770677,2020.0,1930781849.0,113966.78,66,2919,18,14,4,2020,14,4,2020,29,4,2020,1970-01-13 10:23:31.500000029,0-15
4992,200759878,2020.0,1930845294.0,55228.96,66,2390,32,2,5,2020,2,5,2020,17,5,2020,1969-12-26 11:50:04.031250017,
4993,200677269,2020.0,1930597442.0,17286.55,66,2919,18,5,3,2020,5,3,2020,20,3,2020,1970-01-16 06:50:20.750000020,16-30
4994,200769623,2020.0,1930799686.0,1898.9,66,3003,32,19,4,2020,19,4,2020,4,5,2020,1970-01-05 11:42:05.312500004,0-15
4995,200744019,2020.0,1930823757.0,13222.93,66,2790,18,25,4,2020,25,4,2020,10,5,2020,1970-01-05 23:43:44.781250010,0-15
4996,200726979,2020.0,1930705829.0,519.25,66,334,18,26,3,2020,26,3,2020,10,4,2020,1970-01-01 10:25:00.597656260,0-15
4997,200769623,2020.0,1930619545.0,3817.09,66,2997,32,8,3,2020,8,3,2020,23,3,2020,1970-01-07 11:35:12.562500023,0-15
4998,200769623,2020.0,1930610096.0,14303.37,66,2995,32,8,3,2020,8,3,2020,23,3,2020,1970-01-07 07:53:44.750000023,0-15
4999,200980828,2020.0,1930786363.0,8202.02,66,299,18,22,4,2020,22,4,2020,7,5,2020,1969-12-27 02:04:29.062500007,
5000,200255310,2020.0,1930642860.0,5269.69,66,2919,46,12,3,2020,12,3,2020,27,3,2020,1970-01-12 02:02:28.500000027,0-15
5001,200794332,2020.0,1930603616.0,2466.86,66,633,20,5,3,2020,5,3,2020,20,3,2020,1969-12-30 18:11:04.890625020,
5002,200769623,2020.0,1930614576.0,20763.38,66,2996,32,8,3,2020,8,3,2020,23,3,2020,1970-01-07 09:11:56.937500023,0-15
5003,200126819,2020.0,1930832248.0,19648.08,66,1850,18,27,4,2020,27,4,2020,12,5,2020,1970-01-04 14:09:58.750000012,0-15
5004,200915438,2020.0,1930844389.0,13308.0,66,1171,18,7,5,2020,7,5,2020,22,5,2020,1970-01-02 19:08:16.265625022,0-15
5005,200752302,2020.0,1930787917.0,74426.38,66,1590,18,15,4,2020,15,4,2020,30,4,2020,1969-12-28 10:17:42.968750030,
5006,200769623,2020.0,1930726023.0,38974.59,66,2999,32,2,4,2020,2,4,2020,17,4,2020,1970-01-08 17:49:01.375000017,0-15
5007,200772670,2020.0,1930769661.0,8495.66,66,187,46,9,4,2020,9,4,2020,24,4,2020,1970-01-03 11:09:26.890625024,0-15
5008,200780383,2020.0,1930768406.0,79000.96,66,1865,18,8,4,2020,8,4,2020,23,4,2020,1969-12-28 13:24:09.718750023,
5009,200900909,2020.0,1930598464.0,45475.78,66,2761,18,6,3,2020,6,3,2020,21,3,2020,1970-01-02 18:15:19.062500021,0-15
5010,200774000,2020.0,1930879748.0,14404.49,66,2266,18,8,5,2020,8,5,2020,23,5,2020,1970-01-01 18:29:39.000000023,0-15
5011,200769623,2020.0,1930654354.0,45973.25,66,2996,32,17,3,2020,17,3,2020,1,4,2020,1970-01-07 15:51:06.187500001,0-15
5012,200759878,2020.0,1930676653.0,34170.76,66,2385,32,21,3,2020,21,3,2020,5,4,2020,1970-01-02 16:36:40.671875005,0-15
5013,2013,2020.0,1930586389.0,12972.24,66,1535,65,5,3,2020,5,3,2020,5,3,2020,1970-02-12 10:03:37.000000005,31-45
5014,200772670,2020.0,1930706747.0,18569.81,66,189,46,26,3,2020,26,3,2020,10,4,2020,1970-01-04 20:35:08.156250010,0-15
5015,200769623,2020.0,1930661463.0,40540.93,66,2997,32,18,3,2020,18,3,2020,2,4,2020,1970-01-07 19:25:57.000000002,0-15
5016,200881076,2020.0,1930686817.0,90005.46,66,79,18,23,3,2020,23,3,2020,7,4,2020,1970-01-04 14:31:07.031250007,0-15
5017,200416837,2020.0,1930812816.0,527.22,66,725,36,22,4,2020,16,4,2020,9,5,2020,1969-12-28 01:55:42.312500009,
5018,200772670,2020.0,1930876440.0,87835.69,66,193,46,7,5,2020,7,5,2020,22,5,2020,1970-01-06 05:35:03.250000022,0-15
5019,200772670,2020.0,1930793139.0,162006.09,66,191,46,16,4,2020,16,4,2020,1,5,2020,1970-01-03 18:17:05.546875001,0-15
5020,200744019,2020.0,1930691403.0,7239.97,66,2794,18,25,3,2020,25,3,2020,9,4,2020,1970-01-09 01:44:20.750000009,0-15
